title,address,district,city,description,area,bedroom,bathroom,price,price_change,house_direction,balcony_direction,legal_paper,furniture,coor
Bán căn hộ 2 phòng ngủ 66m2 KĐT Thanh Hà giá 1.85 tỷ full đồ đẹp,"['Dự án Thanh Hà Mường Thanh', 'Phường Kiến Hưng']",Hà Đông,Hà Nội,"Bán căn hộ 2 phòng ngủ 66m² KĐT Thanh Hà giá 1.85 tỷ full đồ đẹp.Căn hộ full nội thất, gia chủ làm cẩn thận tâm huyết, nằm ngay cạnh công viên cây xanh và hồ điều hoà.Phí dịch vụ rẻ chỉ 200k/th, gửi ô tô 500k, xe máy 50k.Bank hỗ trợ vay 70% giá trị hợp đồng.",66.0,2 phòng,1 phòng,1.85,47.7,Tây - Bắc,Đông - Nam,Hợp đồng mua bán,Full nội thất,20.9397029876709 105.787254333496
Chính chủ cần bán CH2PN-2VS-DT 65m2-BC ĐN-full đồ- giá 5.5tỷ tòa S2 Vinhome Sky Lake.LH: 0973 838 ***,"['Dự án Vinhomes Skylake', 'Đường Phạm Hùng', 'Phường Mỹ Đình 1']",Nam Từ Liêm,Hà Nội.,"Vợ chồng tôi cần bán gấp căn hộ 2 phòng ngủ, 2 vs - diện tích 65m².Căn hộ VC tôi đã ở và làm nội thất đầy đủ, nhà ban công Đông Nam mát thoáng, vì cần chuyển nhà qua gia lâm nên mới bán lại cho gia đình bạn nào cần mua và thiện trí giá sẽ đàm phán.Liên hệ xem nhà 0973 838 ***",65.0,2 phòng,2 phòng,5.5,29.3,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,,21.02016830444336 105.78075408935547
"Bán nhanh căn 3PN 2VS - chỉ 5,2 tỷ - full nội thất cao cấp - chung cư Moonlight 1 An Lạc","['Dự án Moonlight 1 - An Lạc Green Symphony', 'Xã An Khánh']",Hoài Đức,Hà Nội,"Chung cư Moonlight 1 - An Lạc Green Symphony.Cách Mỹ Đình chỉ 5p di chuyển, ngay đối diện KĐT Vinsmart City, ngay sau dự án Lumi Hanoi nhưng giá mềm hơn rất nhiều.----------------------------Thiết kế căn hộ: 3PN 2VS: 89m² - 95m².- Tiện ích đa dạng đẳng cấp.- 3 công viên chủ đề khổng lồ.- Bể bơi vô cực chuẩn resort 5*, bể bơi 4 mùa trong nhà.- Khu vui chơi trẻ em, đường dạo bộ, quảng trường âm nhạc.- Vườn nướng ngoài trời, hồ chèo thuyền kayak,...----------------------------- Chiết khấu ngay 1% cho tất cả các khách hàng mua trong đợt mở bán 4.- Trả trước 30% nhận nhà ở ngay. Ngân hàng hỗ trợ vay 65%, lãi suất 0% - 18 tháng.- Chiết khấu 8% khi thanh toán sớm 95%.- Quà tặng: 55tr căn 3PN (Trừ trực tiếp vào giá).------------------------------ Bàn giao full nội thất liền tường.- Nhận nhà ở ngay.* Liên hệ ngay em Nguyên để xem thực tế: 0964 062 ***",90.0,3 phòng,2 phòng,5.2,37.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.0243949890137 105.72908782959
"Chính chủ bán căn hộ CC Ecohome 3. 68m2, giá chỉ 3,2 tỷ có lùi","['Dự án Ecohome 3', 'Đường Tân Xuân', 'Phường Đông Ngạc']",Bắc Từ Liêm,Hà Nội,"Diện tích 68m².Tầng Trung.Ecohome 3. Ngay mặt phố Tân Xuân.+ Dự án chung cư Ecohome 3 tọa lạc ngay mặt đường Tân Xuân, phường Đông Ngạc, quận Nam Từ Liêm cửa ngõ phía Tây Bắc của thành phố Hà Nội, là vị trí kết nối thuận lợi với các tiện ích công cộng như giao thông, trường học, công viên và các khu đô thị của thủ đô.+ Căn hộ cực đẹp chỉ việc xách vali về ở ngay. Thiết kế căn hộ gồm PK, 2PN, 2VS. Khu logia giặt đồ phơi quần áo rộng rãi, ban công.+ Toà nhà có 1500 căn hộ full kín dân cư đông đúc, 7 thang máy vận hành êm ru.+ Căn hộ nằm ngay bên cạnh cầu thang thoát hiểm. Trước cửa hành lang căn hộ có khe thoáng và cửa sổ hút gió mát mẻ.+ Toà nhà nằm ngay cạnh trường Tiểu học Đông Ngạc con cái học hành thuận tiện.- Sổ đỏ cất két, sẵn sàng giao dịch.Giá bán 3,2 tỷ còn thương lượng.Liên hệ Thanh Thuỷ xem nhà miễn phí - nói không với đăng tin ảo.Nhận mua bán - kí gửi BĐS.Trung thực - tận tâm.",68.0,2 phòng,2 phòng,3.2,27.1,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.086135864257812 105.78568267822266
"Hiếm! Bán căn góc - chung cư cao cấp 219 Trung Kính - Cầu Giấy, đầy đủ tiện ích - 2PN - 2VS","['Central Field Trung Kính', '219', 'Phố Trung Kính', 'Phường Yên Hòa']",Cầu Giấy,Hà Nội,"Gia đình cần bán căn hộ chung cư cao cấp 219 Trung Kính - Cầu Giấy, đầy đủ tiện ích.Căn góc 2 mặt thoáng rất đẹp.- Vị trí: Chung cư Central Field - số 219 Trung Kính - Cầu Giấy.- Diện tích: 67m² thông thủy.- Thiết kế: 2 ngủ + 2 vệ sinh.- Ban công Đông Nam.- Để lại nội thất.- Tầng cao, view cực thoáng, không bị chắn.- Ảnh thật căn hộ.- Sẵn sổ đỏ chờ sang tên.",67.0,2 phòng,2 phòng,5.25,33.3,,Đông - Nam,Sẵn sổ đỏ,Cơ bản,21.020978927612305 105.79106140136719
Căn góc 121m2 - 3N2W dự án Golden Palm 21 Lê Văn Lương - có slot oto. Giá: 65tr/m2 sổ đỏ lâu dài!,"['The Golden Palm Lê Văn Lương', 'số 21', 'Đường Lê Văn Lương', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,Vợ chồng tôi chuyển công tác nên cần bán gấp căn hộ 3 ngủ tại chung cư Golden Palm số 21 Lê Văn Lương - Thanh Xuân - HN.- Diện tích trên sổ: 121.2m².- Thiết kế: 03 ngủ + 02 vệ sinh.- Nội thất liền tường- Nhà có slot oto.Giá bán: 65tr/m².Liên hệ chính chủ: 0966 198 ***MTG).,121.2,3 phòng,2 phòng,,24.1,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,21.006311 105.80748
Mở bán tòa BE1 căn 1 ngủ - Trả trước 230tr - miễn lãi 3 năm. Booking ngay để nhận CK 5%,"['Dự án The Beverly - Vinhomes Ocean Park', 'Xã Đa Tốn']",Gia Lâm,Hà Nội,"Siêu chính sách bán hàng The Beverly - Vinhomes Ocean Park.- CK ngay 5% cho 150 căn đầu tiên + CK thanh toán sớm dòng tiền 4,7%/năm.- Chỉ cần 10% ký HĐMB.- Thảnh thơi thanh toán:+ 2 tháng vào 3% hoặc 3 tháng vào 2% bằng vốn tự có.+ Vay 70%: Đóng 15% trong 2 năm đầu, Khi nhận nhà đóng nốt 15%, HTLS 0% tới 27 tháng.* Vị trí: Cực kỳ đắc địa khi nằm sát Quảng trường ga Metro số 8, cạnh tòa Văn phòng, kế cận với hàng loạt hệ thống trường học đa dạng, giao thông thuận tiện.* Thông tin cơ bản:- Số tầng: 24.- Chỉ 17 căn / 1 tầng.- Chủ đầu tư: Tập đoàn top 10 thế giới Mitsubisi hợp tác cùng Vinhomes.8 Lý do để đầu tư với tòa The Beverly BE2.- Sở hữu tầm view thoáng mát, vị trí trung tâm Vinhomes Ocean Park.- Kế cận trường học, quảng trường ga Metro.- Thiết kế hiện đại với căn studio có ban công, 1PN 2 ban công, căn 2PN, 3PN bếp riêng tư kín đáo.- Cho thuê tỷ suất 6%/1 năm + tiềm năng tăng giá cao.- Hạ tầng giao thông phía đông ngày càng phát triển.- Nền giá đang còn thấp so với không gian tiện ích tuyệt vời.- Vingroup đang đầu tư mạnh mẽ ở phía đông với hệ sinh thái Ocean City, Megagrand Word Hà Nội.- Tiến độ đóng tiền cực kỳ giãn.Hotline phòng kinh doanh da: 0983 217 ***",46.0,1 phòng,1 phòng,,,,,Sổ đỏ/ Sổ hồng,,20.9948062896729 105.946487426758
Tôi chính chủ bán căn hộ 2PN chung cư The Legend - 109 Nguyễn Tuân,"['Legend Tower 109 Nguyễn Tuân', '109', 'Đường Nguyễn Tuân', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Gia đình chuyển hướng đầu tư kinh doanh nên cần vốn bán lại căn hộ.Diện tích: 73m².Thiết kế 2PN, 2 vệ sinh.- Căn hộ vuông vắn, full nội thất tôi đang cho thuê.Giá: 5 tỷ.LH: 0986 644 ***",73.0,2 phòng,2 phòng,5.0,18.2,,,Sổ đỏ/ Sổ hồng,,21.004614 105.80408
"Căn hộ giá 4.x tỷ, siêu rẻ đẹp tại Hanoi Paragon, trung tâm Quận Cầu Giấy cạnh đại học Quốc Gia","['Hà Nội Paragon', 'số 181', 'Đường Trần Quốc Vượng', 'Phường Dịch Vọng Hậu']",Cầu Giấy,Hà Nội,"Chung cư Hà Nội Paragon số 181 Trần Quốc Vượng, Q. Cầu Giấy.Căn hộ ở ngay vị trí trung tâm, kết nối Phạm Hùng, Duy Tân, Cầu Giấy, gần nhiều trường đại học, giao thông thuận tiện, giá tốt.Quy mô gồm có 3 tòa chung cư cao 32 tầng, có 3 hầm, cả 3 tòa đã hoàn thiện, sẵn sàng bàn giao cho cư dân nhận nhà.- Căn 2PN có DT 80m².- Căn 3PN có các loại DT như sau: 103m² - 140m² và 157m².- Có Slot để ô tô.Căn hộ Hà Nội Paragon bàn giao full nội thất liền tường cơ bản: Full thiết bị bếp, vệ sinh, tường, trần, sàn,... Nhận nhà ở luôn. Tòa Hà Nội Paragon có đầy đủ tiện ích: Trung tâm thương mại, bể bơi, nhà trẻ, siêu thị, sân chơi,...Giá cực kỳ Phù hợp mua ở hoặc đầu tư cho thuê.Hotline: 0982 593 ***",80.0,2 phòng,2 phòng,4.0,18.0,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,,21.031178 105.7894
"Bán căn hộ sân vườn tại Royal City, căn góc, 3PN, 161m2 căn hộ + 237m2 sân vườn, LH: 0365 691 ***","['Dự án Royal City', 'Đường Nguyễn Trãi', 'Phường Thượng Đình']",Thanh Xuân,Hà Nội,"Bán nhanh căn sân vườn siêu hiếm tại Royal City.+ Căn góc thiết kế 3PN + 3WC, với 161m² căn hộ + 237m² sân vườn.+ Tầng cao, view nhìn nội khu, quảng trường và toàn cảnh thành phố.+ Khách hàng mua về được tự thiết kế theo ý thích, giá bán thỏa thuận.Khách hàng quan tâm vui lòng liên hệ.Mr. Hoàng: 0365 691 ***.Để được đến xem trực tiếp căn hộ.",398.0,3 phòng,3 phòng,,45.2,,,Sổ đỏ/ Sổ hồng,Không nội thất,21.0026664733887 105.8154296875
"Rẻ quá! Bán gấp căn 3 ngủ 75m2 Vinhomes Smartcity GS giá 4 tỷ full đồ, LH 0949 891 ***","['Dự án The Miami', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội.,Tôi chuyển xuống mặt đất nên cần bán gấp căn 3 ngủ Vinhomes Smart City thuộc phân khu GS.- Nhà tôi còn rất mới.- Diện tích: 75m² (thông thủy).- Nhà gồm có 3 phòng ngủ và 2 vệ sinh(là căn góc thông thoáng).- View bể bơi nội khu rất đẹp.- Nội thất: Full đồ như hình.- Sổ đỏ chính chủ (tôi không vay mượn gì).- Giá: 4 tỷ.Liên hệ xem nhà: 0949 891 ***,75.0,3 phòng,2 phòng,4.0,37.4,,,Sổ đỏ/ Sổ hồng,Đầy đủ - Nội thất: Full đồ như hình.,21.006574630737305 105.74504852294922
"Chính chủ bán căn 2 PN, 72m2, ban công Đông Nam, mua đợt đầu giá rẻ, LH: 0913 060 ***","['Dự án Viha Complex', 'Đường Nguyễn Tuân', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Tôi có mua đợt đầu căn hộ 2 ngủ 72m² ban công Đông Nam tầng rất đẹp. Nhưng hiện tại có nhu cầu về tiền nên tôi muốn chuyển nhượng lại cho ai có nhu cầu mua ở hoặc đầu tư.Viha là dự án khá chất lượng, hiện nay đang thi công nhanh, mức giá chủ đầu tư lên cao nên giá tôi bán sẽ rất hợp lý.Chi tiết liên hệ: 0913 060 ***Miễn trung gian).",72.0,2 phòng,2 phòng,,40.2,Đông - Nam,Đông - Nam,Hợp đồng mua bán,,20.9975872039795 105.803833007813
Giá tốt nhất nhỉnh 6 tỷ - sở hữu ngay căn hộ 3 ngủ hạng sang 110m thiết kế cực đẹp cần bán nhanh,"['Dự án Chung cư The Legacy', 'Phố Ngụy Như Kon Tum', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"+ Ban công hướng mát view thoáng, căn góc 2 mặt thoáng.+ Thiết kế 3 ngủ, 2 VS, 1 khách, 1 bếp, 1 logia, 1 ban công rộng với thiết kế cực hợp lý.+ Diện tích lên tới 110m, nhà cực rộng cho hộ gia đình đông người sinh sống.+ Ngay ngã tư Lê Văn Thiêm - Ngụy Như Kon Tum thuận tiện di chuyển, ngay gần trường học cấp 1, cấp 2, cấp 3 công lập và tư thục.+ Bảo vệ tòa nhà 24/7. Có thẻ từ/khóa vân tay/khóa pin.Thiện chí bán nên giá cả thương lượng.- Cam kết tư vấn nhiệt tình, trung thực, không chênh, không phí khi xem nhà, xem thoải mái không mua em cũng cảm ơn vui vẻ ạ.- Em Sơn chuyên chung cư ở ngay khu Thanh Xuân, Hà Đông, Cầu Giấy.Cám ơn a/c đã xem tin.A/c lưu số em khi cần tìm khu vực này nhé.LH: 0867 551 *** để nhận ảnh + video thật.",110.0,3 phòng,2 phòng,6.3,24.9,Đông - Nam,Đông - Nam,,Đầy đủ,21.000560760498047 105.80291748046875
"Căn hoa hậu 2pn, 2wc, tầng trung, view đẹp. Bc Đông Nam cực mát. Duy nhất 1 căn. Lh: 0343,202.831","['Dự án GoldSeason', 'Đường Nguyễn Tuân', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Tôi bán căn hộ trục đẹp nhất tại Gold Season, căn duy nhất ban công hướng Đông Nam không bị chắn.Căn hộ diện tích: 76m thiết kế 2 ngủ 2 vệ sinh.Tầng trung, để lại nội thất mới cho khách.Ban công: Đông Nam, cửa: Tây Bắc.",76.0,2 phòng,2 phòng,5.2,34.3,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.99477195739746 105.8061294555664
"Hot! 2pn, 2wc. 76m2, bc Đông Nam. Tầng trung đẹp, chỉ 5,2 tỷ. Ở ngay. Không có căn thứ 2","['Dự án GoldSeason', 'Đường Nguyễn Tuân', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Chính chủ bán gấp 2pn, 2wc tầng trung view đẹp, ban công đông nam, mát mẻ, lộng gió. Chỉ 5,2 tỷ.Nhà đẹp, sạch sẽ.Căn hoa hậu.Lh xem nhà: 0343,202.831.",76.0,2 phòng,2 phòng,5.2,34.3,,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.99477195739746 105.8061294555664
Độc bản căn 4PN tiêu chuẩn 6* chỉ từ 69tr/m2 kề cận SVĐ Mỹ Đình - KĐT khép kín phía Tây,"['Dự án Lumi Hanoi', 'Đường Đại lộ Thăng Long', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội.,"Duy nhất tại KĐT khép kín cao cấp phía Tây có căn hộ 4PN từ 127 - 136m². Thiết kế đẳng cấp, tràn ngập ánh sáng, tiêu chuẩn 6*. CĐT Singapore uy tín.Căn góc luxury hoa hậu VVIP của cả dự án:+ Thiết kế có đến 2 phòng Master!+ Thiết kế cả bồn tắm và phòng cho người giúp việc.Đặc biệt, dự án này compoud khép kín sử dụng tiện ích Private AC ạ, người ở toà khác k dùng chung được.Các tiện ích đặc quyền như:- Bể bơi ngoài trời 50m.- Bể sục Jacuzzi 4 mùa.- Phòng Gym rộng đến 330m².- Cigar louge.Rất nhiều tiện ích ạ.Đóng tiền siêu giãn, thanh toán có 5% đợt 1. Vốn sẵn có 20% trong 6 tháng. Đặc biệt, được trừ ngay 200tr vào giá trị căn hộ khi booking ngay hôm nay.Liên hệ: E Thùy Anh - Cenland 0916 995 ***",136.0,4 phòng,,9.39,0.0,Tây - Bắc,Đông - Nam,Hợp đồng mua bán,Cơ bản.,21.011585235595703 105.73583984375
Duy nhất căn duplex kí trực tiếp CĐT 115m2 đẳng cấp KĐT khép kín Lumi HaNoi giá chỉ từ 75tr/m2,"['Dự án Lumi Hanoi', 'Đường Đại lộ Thăng Long', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội,"Nên chọn tòa S6 Lumi Ha Noi vì những lý do sau:Toà nhiều tiện ích nhất phân khu Lumi Signature với:- Khu phố thương mại Luna rực rỡ là nơi các cư dân có cơ hội trải nghiệm nhiều sản phẩm & dịch vụ đẳng cấp.- Phòng Gym chuẩn 5 sao với đầy đủ hệ thống máy móc hiện đại nhất.- Phòng khiêu vũ và phòng tập yoga yên tĩnh & thoáng mát.- Phòng xông hơi & thay đồ sang xịn dành riêng cho cư dân.- Đại sảnh và lễ tân chuẩn resort 5 sao cao cấp.- Sảnh chờ rộng rãi cho riêng cư dân S6.- Sảnh đọc và thư viện thiết kế sang trọng, hiện đại và thanh lịch.- Vườn thư giãn trên cao và sân vườn tại tầng 20 là nơi cư dân có thể ngắm nhìn thành phố từ trên cao & tận hưởng những phút giây thư giãn yên bình bên gia đình.- Phòng tiệc trên cao sẽ là nơi ghi lại những khoảnh khắc hạnh phúc trong những dịp lễ quan trọng của cư dân bên người thân và gia đình.- Phòng thưởng thức rượu vang và cigar chuẩn thương gia.- Chiết khấu khủng lên tới 9% giá trị căn hộ.- Thanh toán đợt đầu chỉ 5% và chỉ thanh toán 50% giá trị căn hộ cho tới khi nhận nhà vào năm Q3.2026.",115.0,2 phòng,2 phòng,,0.0,,Tây - Nam,Hợp đồng mua bán.,,21.0115852355957 105.73583984375
"Tôi bán căn hộ 4PN ban công ĐN, DT 181m2 giá từ 10 tỷ nhà đẹp xịn - full đồ tòa chung cư N05","['Dự án N05 Trần Duy Hưng', 'Đường Trần Duy Hưng', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,Chính chủ bán căn hộ 181m² - 4 ngủ 3 vs Cam kết nhà mới đẹp nội thất xịn.Diện tích 181m² (4 phòng ngủ 3 VS).Cửa Tây Bắc.Nội thất full nội thất.Giá bán từ 10 tỷ thu về (có thương lượng).Sổ đỏ chính chủ.Ôtô để 4 - 5 slot phí để xe rẻ như cho.Liên hệ 0973 838 ***,181.0,4 phòng,3 phòng,10.0,35.7,Tây - Bắc,,Sổ đỏ/ Sổ hồng,Nội thất full nội thất.,21.0069580078125 105.801078796387
"Bán căn hộ FLC 265 Cầu Giấy 98M2, 2PN, 2WC, Full nội thất, sổ cất két. Giá chỉ hơn 6 tỷ","['Bamboo Airways Tower', '265', 'Đường Cầu Giấy', 'Phường Dịch Vọng']",Cầu Giấy,Hà Nội,"Bán căn hộ chung cư FLC 265 Cầu Giấy.- Diện tích 98m², thiết kế 1 phòng khách, 2 phòng ngủ, 2 phòng tắm.- Nhà đã trang bị full nội thất, tặng lại hết cho khách mua nhà.- Sổ đỏ chính chủ, sở hữu lâu dài.- Giá mong muốn 6.3 tỷ.- Liên hệ xem nhà 24/24 Mr Duy 0815 489 ***",98.0,2 phòng,2 phòng,6.3,40.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.034498 105.79552
Tôi chính chủ muốn bán căn 98m - 3N2W dự án Eco Dream Ng Xiển - full nt như hình. Giá: 4.6 Tỷ sổ đỏ,"['Dự án Eco Dream', 'Đường Nguyễn Xiển', 'Xã Tân Triều']",Thanh Trì,Hà Nội,"Nhà mình chuyển đổi trường học cho con nên cần nhượng lại căn 3 ngủ dự án Eco Dream Nguyễn Xiển.Diện tích trên sổ: 97.68m², 3 ngủ 2 vệ sinh, ban công hướng mát, nội thất như hình trừ đồ điện tử.Giá bán: 4.6 Tỷ đã có sổ.Chính chủ: 0966 198 ***",97.68,3 phòng,2 phòng,4.6,33.3,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9830627441406 105.80908203125
"Chính chủ gửi bán căn góc 2PN chung cư 6th Element - View hồ, full nội thất, tầng đẹp. Giá 6.65 tỷ","['Dự án 6th Element', 'Phường Xuân La']",Tây Hồ,Hà Nội,"Bán căn hộ chung cư 6th Element - Tây Hồ.- Vị trí: Căn góc số 03, view hồ Starlake.- Diện tích 87m², thiết kế 2 phòng ngủ, 2 phòng tắm, 1 phòng khách, bếp, ban công, logia.- Đầy đủ nội thất mới tinh, tông màu trắng sáng trẻ trung.- Giá bán 6.65 tỷ.- Sổ đỏ chính chủ, sẵn sàng công chứng sang tên.- Liên hệ Mr Duy 0815 489 ***Call/Zalo) - để nhận đầy đủ thông tin, hình ảnh video bên trong căn hộ.",87.0,2 phòng,2 phòng,6.65,44.3,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.059675216674805 105.8040771484375
Trực tiếp CĐT bán căn góc 3 ngủ tầng trung chung cư Moonlight chỉ từ 5 tỷ,"['Dự án Moonlight 1 - An Lạc Green Symphony', 'Xã An Khánh']",Hoài Đức,Hà Nội,"Trực tiếp CĐT cần bán căn hộ 3 ngủ chung cư Moonlight 1 An Lạc Green Symphony.Tầng 21.Trục 04.Diện tích thông thủy: 89m².Giá chỉ 5.218tỷ.Nhận nhà ngay miễn phí dịch vụ 2 năm.Ngân hàng BIDV, Vietcombank hỗ trợ miễn gốc lãi 65% căn hộ trong 18 tháng.Bàn giao full nội thất liền tường cao cấp!",89.0,3 phòng,2 phòng,5.22,37.0,Tây - Nam,Tây - Bắc,Hợp đồng mua bán,Đầy đủ,21.024394989013672 105.72908782958984
